,paths,label
30,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Bacterial Leaf blight masks\DSC_0405.pgm,Bacterial Leaf blight 
31,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Bacterial Leaf blight masks\DSC_0406.pgm,Bacterial Leaf blight 
32,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Bacterial Leaf blight masks\DSC_0700.pgm,Bacterial Leaf blight 
33,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Bacterial Leaf blight masks\DSC_0701.pgm,Bacterial Leaf blight 
34,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Bacterial Leaf blight masks\DSC_0702.pgm,Bacterial Leaf blight 
35,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Bacterial Leaf blight masks\DSC_0703.pgm,Bacterial Leaf blight 
36,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0100.pgm,Brown spot 
37,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0101.pgm,Brown spot 
38,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0104.pgm,Brown spot 
39,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0105.pgm,Brown spot 
40,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0106.pgm,Brown spot 
41,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0107.pgm,Brown spot 
42,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0108.pgm,Brown spot 
43,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0109.pgm,Brown spot 
44,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0110.pgm,Brown spot 
45,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0111.pgm,Brown spot 
46,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0112.pgm,Brown spot 
47,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0113.pgm,Brown spot 
48,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0114.pgm,Brown spot 
49,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0115.pgm,Brown spot 
50,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0116.pgm,Brown spot 
51,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0117.pgm,Brown spot 
52,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0118.pgm,Brown spot 
53,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0119.pgm,Brown spot 
54,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0121.pgm,Brown spot 
55,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0292.pgm,Brown spot 
56,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0295.pgm,Brown spot 
57,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0296.pgm,Brown spot 
58,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0299.pgm,Brown spot 
59,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0300.pgm,Brown spot 
60,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0301.pgm,Brown spot 
61,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0302.pgm,Brown spot 
62,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0303.pgm,Brown spot 
63,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0304.pgm,Brown spot 
64,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0305.pgm,Brown spot 
65,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0306.pgm,Brown spot 
66,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0307.pgm,Brown spot 
67,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0323.pgm,Brown spot 
68,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0324.pgm,Brown spot 
69,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0325.pgm,Brown spot 
70,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0329.pgm,Brown spot 
71,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0332.pgm,Brown spot 
72,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0333.pgm,Brown spot 
73,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0337.pgm,Brown spot 
74,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0391.pgm,Brown spot 
75,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\Brown spot masks\DSC_0394.pgm,Brown spot 
76,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0293.pgm,leaf smut 
77,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0308.pgm,leaf smut 
78,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0309.pgm,leaf smut 
79,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0310.pgm,leaf smut 
80,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0312.pgm,leaf smut 
81,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0313.pgm,leaf smut 
82,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0314.pgm,leaf smut 
83,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0315.pgm,leaf smut 
84,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0316.pgm,leaf smut 
85,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0317.pgm,leaf smut 
86,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0318.pgm,leaf smut 
87,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0319.pgm,leaf smut 
88,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0320.pgm,leaf smut 
89,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0321.pgm,leaf smut 
90,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0322.pgm,leaf smut 
91,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0327.pgm,leaf smut 
92,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0328.pgm,leaf smut 
93,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0330.pgm,leaf smut 
94,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0331.pgm,leaf smut 
95,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0335.pgm,leaf smut 
96,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0336.pgm,leaf smut 
97,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0338.pgm,leaf smut 
98,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0339.pgm,leaf smut 
99,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0500.pgm,leaf smut 
100,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0501.pgm,leaf smut 
101,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0502.pgm,leaf smut 
102,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0503.pgm,leaf smut 
103,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0504.pgm,leaf smut 
104,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0505.pgm,leaf smut 
105,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0506.pgm,leaf smut 
106,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0507.pgm,leaf smut 
107,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0508.pgm,leaf smut 
108,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0509.pgm,leaf smut 
109,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0510.pgm,leaf smut 
110,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0511.pgm,leaf smut 
111,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0512.pgm,leaf smut 
112,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0513.pgm,leaf smut 
113,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0514.pgm,leaf smut 
114,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0515.pgm,leaf smut 
115,C:\Users\Abhishek Swain\PycharmProjects\leaf-disease\Leaf disease\leaf smut masks\DSC_0516.pgm,leaf smut 
